start,end,mean,std,max,last,slope,label,lead_s,y_true,y_pred,y_proba
1781212561.0,1781213161.0,10.53,3.4879459093665237,22.0,12.0,0.0065509626415628935,0,,0,0,0.009366124702828695
1780821601.0,1780822201.0,11.49,4.096734471909711,25.0,10.0,-0.011667476854102363,0,,0,0,0.0036735641751535243
1780855801.0,1780856401.0,9.528333333333334,3.2745275316533156,21.0,10.0,-0.004799652221256168,0,,0,0,0.01027937106762558
1781473741.0,1781474341.0,3.54,1.9135656072717584,10.0,4.0,-0.00046822352284312267,0,,0,0,0.0914292773027884
1781311201.0,1781311801.0,4.568333333333333,2.1028545413846915,13.0,3.0,-1.2138922608117144e-05,0,,0,0,0.04188547915670793
1781084881.0,1781085481.0,5.105,2.2272497988924966,12.0,6.0,0.0010553084869680215,0,,0,0,0.06606096257001101
1781364961.0,1781365561.0,6.6066666666666665,2.5420376778394838,14.0,5.0,-0.0009414470595751694,0,,0,0,0.03610664109243475
1781143921.0,1781144521.0,32.10166666666667,5.83135180630434,52.0,32.0,-0.007596659990722176,0,,0,0,2.2134910078745856e-05
1781302621.0,1781303221.0,21.01,4.67010706515386,38.0,18.0,-0.005241236781213286,0,,0,0,0.00025268946287369115
1780959541.0,1780960141.0,5.236666666666666,2.31098584062204,13.0,1.0,0.001888227467298524,0,,0,0,0.03349588933527337
1781632561.0,1781633161.0,8.631666666666666,3.017062128775092,18.0,9.0,-0.0025089236358989994,0,,0,0,0.019295178572469547
1781649421.0,1781650021.0,3.04,1.8748511051992014,12.0,4.0,0.0003065564071011305,0,,0,0,0.06163843657377522
1781129221.0,1781129821.0,6.666666666666667,2.869184940400709,17.0,5.0,0.006215961711004749,0,,0,0,0.01835143525141368
1781155681.0,1781156281.0,6.355,2.526323085698528,15.0,6.0,-0.0008333078702996428,0,,0,0,0.032220365498609335
1781144281.0,1781144881.0,30.601666666666667,5.689434408523301,51.0,29.0,-0.0029818693940816274,0,,0,0,2.2599963156840706e-05
1781232241.0,1781232841.0,24.80666666666667,5.337535844272045,42.0,30.0,-0.00826818963386013,0,,0,0,0.00025867641318411545
1780882681.0,1780883281.0,12.086666666666666,3.5311691485336065,25.0,14.0,-0.0032233978427717775,0,,0,0,0.005327051654027479
1781557261.0,1781557861.0,4.463333333333333,2.121003431292735,11.0,6.0,-0.0010265584071066892,0,,0,0,0.08423700982520542
1781594881.0,1781595481.0,3.375,1.8104442364605802,11.0,3.0,-0.0008948635968433268,0,,0,0,0.06874818864024146
1781193121.0,1781193721.0,6.345,2.507849344225712,14.0,6.0,-0.001317475881877461,0,,0,0,0.04013004217938417
1781275981.0,1781276581.0,9.168333333333333,3.0088752974418123,18.0,8.0,-0.0015258653496259792,0,,0,0,0.017117072700040276
1781301301.0,1781301901.0,17.99,4.483662937078715,32.0,19.0,0.005930738696496376,0,,0,0,0.0012666481157868118
1781549701.0,1781550301.0,7.8966666666666665,2.8312521768448833,18.0,10.0,-0.003448620690613036,1,992.0,1,0,0.022115477204118
1780892281.0,1780892881.0,24.938333333333333,5.902925592920476,43.0,18.0,-0.008197106103072522,0,,0,0,6.382048416332118e-05
1781304961.0,1781305561.0,15.443333333333333,3.992508262010515,29.0,18.0,0.0037613993372203843,0,,0,0,0.0026258680831260503
1781647921.0,1781648521.0,2.9316666666666666,1.7321462281099582,9.0,3.0,0.0019335887044130704,0,,0,0,0.10642082599344098
1781588641.0,1781589241.0,4.571666666666666,2.1310867076577518,12.0,6.0,-0.0015269764638235106,0,,0,0,0.06795951714737125
1781490721.0,1781491321.0,7.791666666666667,3.111526509966165,19.0,13.0,0.006829713415870608,0,,0,0,0.023322155177853025
1780813561.0,1780814161.0,9.336666666666666,3.247048232198318,19.0,11.0,0.003107508631968417,0,,0,0,0.017842844593178208
1781122741.0,1781123341.0,4.1466666666666665,2.0294060433754724,11.0,2.0,-0.0015084486345795386,0,,0,0,0.060172630866885596
1781332561.0,1781333161.0,5.16,2.356777460856243,14.0,5.0,0.0030048416801157778,0,,0,0,0.03897823328208735
1781460481.0,1781461081.0,4.091666666666667,2.0501863058973173,11.0,5.0,-0.00222514506984741,0,,0,0,0.07869297128705653
1780737601.0,1780738201.0,9.246666666666666,2.9702674776674387,20.0,10.0,0.0036180656057378017,0,,0,0,0.013189188561442694
1781552881.0,1781553481.0,4.5616666666666665,2.1125491447274993,12.0,1.0,-4.880569112692406e-05,0,,0,0,0.04333963411568123
1781311561.0,1781312161.0,4.538333333333333,2.026128629239077,12.0,8.0,-0.00015830599529443186,0,,0,0,0.08151358513689248
1781115961.0,1781116561.0,5.493333333333333,2.34945856646921,15.0,1.0,-0.0018431162308784209,0,,0,0,0.02125570693651794
1781056081.0,1781056681.0,6.76,2.77351762208211,16.0,9.0,0.0006243906233072815,0,,0,0,0.03317115490613953
